Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Compound,Payment_Option,Delivery_Date,Delivery_Term,City
Apartment,3425000,3,3,205.0,No,3,Palm Hills New Cairo,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Penthouse,4000000,3,4,189.0,No,3,October Plaza Sodic,Cash or Installment,2024,Not Finished,6th of October
Apartment,6177000,3,3,194.0,No,2,Villette,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1960000,2,2,136.0,No,2,Tag Sultan,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,6100000,3,3,287.0,Yes,1,Mountain View Hyde Park,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,1920000,3,3,171.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1700000,3,3,106.0,No,5,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2200000,3,3,143.0,No,3,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1675000,1,1,350.0,No,3,Not in Compound,Cash,2024,Semi Finished,Sheikh Zayed
Apartment,1795000,1,1,350.0,No,3,Not in Compound,Cash,2024,Semi Finished,Sheikh Zayed
Apartment,2769000,3,3,225.0,No,1,Armonia,Cash or Installment,2025,Semi Finished,New Capital City
Apartment,290000,2,2,128.0,No,1,Taj City,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2450000,3,2,116.0,No,4,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1500000,3,2,135.0,No,3,Ashgar City,Installment,2024,Finished,6th of October
Apartment,835000,3,3,175.0,No,3,Stone Residence,Cash or Installment,2024,Semi Finished,Madinaty
Apartment,3300000,3,3,165.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,4000000,3,3,237.0,No,4,Rehab City,Cash,2024,Finished,Rehab City
Apartment,2350000,4,3,220.0,No,2,Stone Residence,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Penthouse,10718400,4,4,266.0,No,3,Swan Lake,Installment,2023,Finished,New Cairo - El Tagamoa
Apartment,3300000,3,2,300.0,No,8,Not in Compound,Cash,2024,Semi Finished,Dokki
Apartment,5150000,3,3,184.0,No,2,Sky Condos Sodic,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Duplex,6250000,7,7,440.0,No,2,Al Yasmine,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,3500000,3,3,240.0,Yes,3,Not in Compound,Cash,2024,Finished,Mohandessin
Apartment,3986059,2,2,137.0,No,4,Palm Hills Alexandria,Installment,2025,Finished,Moharam Bik
Apartment,2500000,3,3,171.0,No,3,Rehab City,Cash,2024,Finished,Rehab City
Apartment,2800000,3,3,171.0,No,4,Palm Hills New Cairo,Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,1550000,2,2,114.0,No,1,IL Bosco,Cash or Installment,2024,Not Finished,New Capital City
Apartment,2650000,4,3,200.0,No,1,Stone Residence,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,4300000,3,3,202.0,Yes,2,Mountain View Hyde Park,Cash,2024,Finished,New Cairo - El Tagamoa
Duplex,8000000,3,3,317.0,No,2,Eastown,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,2900000,3,3,170.0,No,4,Mountain View iCity,Cash,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2920000,3,2,144.0,Yes,2,Fifth Square,Cash or Installment,2024,Finished,New Cairo - El Tagamoa
Duplex,3850000,3,3,210.0,No,3,Mountain View iCity,Cash or Installment,2026,Semi Finished,6th of October
Apartment,3200000,1,1,95.0,No,3,Palm Parks,Installment,2025,Not Finished,6th of October
Apartment,2860000,3,2,130.0,No,3,Mountain View iCity,Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,3500000,3,2,169.0,No,3,EL Patio ORO,Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2800000,3,2,166.0,No,3,IL Bosco,Installment,2024,Not Finished,New Capital City
Apartment,2560000,3,3,190.0,No,3,Midtown Sky,Installment,2024,Not Finished,New Capital City
Apartment,1215000,2,2,135.0,No,3,Midtown Sky,Installment,2024,Semi Finished,New Capital City
Apartment,2600000,3,3,190.0,No,3,Midtown Sky,Installment,2025,Not Finished,New Capital City
Apartment,2390000,3,2,157.0,No,3,Sarai,Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,110000,3,1,120.0,No,5,Gardenia,Cash,2024,Finished,Nasr City
Apartment,3430000,4,3,172.0,No,2,Badya Palm Hills,Installment,2024,Finished,6th of October
Apartment,4000000,3,3,174.0,No,2,Badya Palm Hills,Installment,2024,Finished,6th of October
Apartment,2420000,2,2,125.0,No,1,Badya Palm Hills,Installment,2024,Finished,6th of October
Apartment,2735000,3,2,159.0,No,2,Blue Vert,Installment,2025,Semi Finished,New Capital City
Apartment,2716000,3,3,177.0,No,2,Blue Vert,Installment,2025,Semi Finished,New Capital City
Apartment,2548000,3,3,182.0,No,3,La Verde,Installment,2024,Semi Finished,New Capital City
Apartment,1957500,2,2,135.0,No,2,La Verde,Installment,2024,Semi Finished,New Capital City
Apartment,2698605,3,2,182.0,No,1,Scenario,Installment,2024,Not Finished,New Capital City
Apartment,2253780,3,2,152.0,No,1,Scenario,Installment,2024,Semi Finished,New Capital City
Apartment,2681910,3,2,154.0,No,1,Scenario,Installment,2024,Semi Finished,New Capital City
Apartment,2243000,2,2,144.0,No,1,Vinci,Installment,2024,Not Finished,New Capital City
Apartment,2762996,3,2,150.0,No,1,IL Bosco,Installment,2024,Not Finished,New Capital City
Apartment,1500000,3,3,208.0,No,2,Mountain View Hyde Park,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2950000,3,3,202.0,No,2,Mountain View Hyde Park,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2490000,2,2,125.0,No,1,Galleria Moon Valley,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,3050000,3,3,155.0,No,1,AZAD,Installment,2024,Not Finished,New Cairo - El Tagamoa
Penthouse,5850000,4,4,265.0,No,3,AZAD,Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,400000,2,1,82.0,No,4,Not in Compound,Cash,2024,Finished,Shorouk City
Duplex,1000000,3,3,370.0,No,1,Not in Compound,Cash,2024,Semi Finished,Shorouk City
Apartment,1800000,3,3,200.0,Yes,1,Garden Hills,Cash,2024,Finished,6th of October
Apartment,4862000,3,3,195.0,No,1,Fifth Square,Cash,2023,Finished,New Cairo - El Tagamoa
Apartment,2400000,3,3,185.0,No,3,The Square,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,2200000,3,3,182.0,No,3,The Square,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2700000,2,2,135.0,No,1,Not in Compound,Cash,2024,Finished,Zamalek
Apartment,625000,2,1,110.0,No,3,Not in Compound,Cash,2024,Finished,Hadayek 6th of October
Apartment,1450000,3,2,185.0,No,1,Not in Compound,Cash,2024,Not Finished,New Cairo - El Tagamoa
Apartment,6541261,3,3,170.0,No,2,Mivida,Installment,2022,Finished,New Cairo - El Tagamoa
Apartment,5000000,2,2,139.0,No,4,Uptown Cairo,Cash or Installment,2024,Finished,Mokattam
Apartment,775000,3,2,150.0,No,4,Roses,Cash or Installment,2023,Semi Finished,New Capital City
Apartment,880000,3,2,135.0,Yes,3,Al Burouj,Cash or Installment,2024,Finished,Shorouk City
Apartment,1598000,3,3,188.0,No,1,Not in Compound,Cash or Installment,2024,Not Finished,6th of October
Apartment,1200000,2,2,118.0,No,9,Degla Towers,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,7784292,3,3,214.0,No,4,Mivida,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,3400000,2,2,136.0,No,2,Mivida,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,2200000,2,2,125.0,No,3,Atika,Installment,2025,Finished,New Capital City
Apartment,3330000,2,2,157.0,No,2,October Plaza Sodic,Installment,2024,Semi Finished,6th of October
Apartment,2900000,3,3,180.0,No,2,Mountain View iCity,Installment,2024,Not Finished,6th of October
Apartment,1100000,3,2,140.0,No,1,Beit Al Watan,Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,3550000,4,3,273.0,No,1,Mountain View - October Park,Cash,2024,Not Finished,6th of October
Apartment,2992000,3,2,170.0,No,3,Jayd,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1550000,3,2,140.0,No,4,Lakefront,Cash,2024,Finished,6th of October
Apartment,2500000,3,3,163.0,No,3,La Verde,Cash or Installment,2024,Finished,New Capital City
Apartment,2500000,3,2,140.0,No,2,Mountain View iCity,Installment,2023,Semi Finished,6th of October
Apartment,1250000,2,1,72.0,No,4,Madinaty,Cash,2024,Finished,Madinaty
Penthouse,4498400,3,2,231.0,No,2,Taj City,Cash or Installment,2025,Not Finished,New Cairo - El Tagamoa
Penthouse,7000000,4,3,221.0,No,3,Palm Parks,Cash or Installment,2024,Finished,Sheikh Zayed
Apartment,3300000,2,2,162.0,No,2,Taj City,Installment,2023,Semi Finished,New Cairo - El Tagamoa
Apartment,2750000,3,3,171.0,No,3,La Mirada,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,5000000,3,3,245.0,No,9,Not in Compound,Cash or Installment,2024,Finished,Glim
Apartment,3000000,3,3,175.0,No,6,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2150000,3,3,250.0,No,1,Beit Al Watan,Cash or Installment,2024,Semi Finished,Sheikh Zayed
Apartment,3300000,2,2,128.0,No,2,Taj City,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,4000000,4,4,260.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Penthouse,6800000,3,3,290.0,No,4,Eastown,Cash,2024,Not Finished,New Cairo - El Tagamoa
Apartment,3150000,3,2,178.0,No,2,La Mirada,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,1650000,3,3,230.0,No,4,Not in Compound,Cash,2024,Finished,6th of October
Apartment,2387000,2,2,140.0,No,3,Stone Residence,Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2250000,2,2,132.0,No,2,Eastown,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2400000,3,2,180.0,No,1,Not in Compound,Cash,2024,Finished,Sheraton
Apartment,182000,2,1,170.0,No,3,Jayd,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,1350000,1,1,60.0,No,1,Kayan,Installment,2026,Semi Finished,Sheikh Zayed
Apartment,3300000,3,3,171.0,No,1,Rehab City,Cash,2024,Finished,Rehab City
Apartment,6500000,4,3,230.0,Yes,6,Not in Compound,Cash or Installment,2024,Finished,Camp Caesar
Apartment,1145350,3,3,149.0,No,1,Beit Al Watan,Cash or Installment,2023,Semi Finished,New Cairo - El Tagamoa
Apartment,3500000,4,4,183.0,No,5,Palm Hills New Cairo,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1600000,2,2,89.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1723000,3,2,225.0,No,1,Beit Al Watan,Cash or Installment,2025,Semi Finished,New Cairo - El Tagamoa
Apartment,3500000,3,3,200.0,No,4,Madinaty,Cash,2024,Finished,Madinaty
Apartment,3740000,2,3,156.0,No,2,Eastown,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,269000,3,3,158.0,No,2,Blue Vert,Cash or Installment,2025,Finished,New Capital City
Apartment,2200000,3,2,133.0,No,2,Madinaty,Cash,2024,Finished,Madinaty
Duplex,2275000,3,2,210.0,No,1,Madinaty,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,4300000,4,3,206.0,No,1,Palm Hills New Cairo,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2070000,3,2,143.0,No,5,Madinaty,Installment,2024,Finished,Madinaty
Duplex,6900000,3,3,248.0,No,1,Eastown,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Penthouse,7500100,3,4,284.0,No,4,Villette,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2700000,3,3,136.0,No,1,Rehab City,Cash,2024,Finished,Rehab City
Duplex,6800000,4,4,317.0,No,3,Eastown,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2350000,3,2,150.0,No,3,IL Bosco,Cash or Installment,2024,Not Finished,New Capital City
Duplex,7300000,5,4,314.0,No,5,Eastown,Cash or Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,1400000,3,2,160.0,No,4,Not in Compound,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1722000,2,3,144.0,No,1,Madinaty,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,1550000,3,2,172.0,No,4,Not in Compound,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Duplex,4500000,3,3,245.0,No,1,EL Patio Casa,Cash,2024,Finished,Sheikh Zayed
Duplex,7645400,3,2,213.0,No,1,ZED Towers,Installment,2025,Finished,Sheikh Zayed
Apartment,6023225,3,2,157.0,No,1,ZED Towers,Installment,2025,Finished,Sheikh Zayed
Apartment,1744400,4,3,219.0,No,1,Beit Al Watan,Cash or Installment,2025,Not Finished,New Cairo - El Tagamoa
Apartment,7957000,4,3,239.0,No,3,Mivida,Cash,2024,Finished,New Cairo - El Tagamoa
Duplex,4100000,3,3,260.0,No,1,Hyde Park New Cairo,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,4000000,2,2,148.0,No,2,Mivida,Cash or Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,2150000,3,3,165.0,No,1,Mountain View iCity,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,750000,3,2,145.0,No,3,Hadaba,Cash,2024,Finished,Hadayek al-Ahram
Apartment,1995000,2,2,114.0,No,3,Murooj,Installment,2025,Finished,Smoha
Apartment,2300000,3,3,119.0,No,4,Rehab City,Cash,2024,Finished,Rehab City
Apartment,3200000,3,3,185.0,No,1,Eastown,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1750000,3,1,145.0,No,11,Not in Compound,Cash,2024,Finished,Gianaclis
Apartment,4322000,3,3,188.0,No,2,Villette,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Duplex,3350000,4,3,272.0,No,1,ABHA,Installment,2024,Semi Finished,Sheikh Zayed
Penthouse,1400000,2,1,65.0,No,3,Not in Compound,Cash or Installment,2025,Semi Finished,New Cairo - El Tagamoa
Apartment,3600000,2,3,156.0,No,2,Eastown,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1850000,2,1,98.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,950000,3,2,130.0,No,2,Dar Misr,Cash,2024,Finished,Hadayek 6th of October
Duplex,6800000,3,4,317.0,No,3,Eastown,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,300000,3,2,127.0,No,1,Madinaty,Cash or Installment,2025,Not Finished,Madinaty
Apartment,1950000,3,2,116.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,4800000,3,3,217.0,No,3,Eastown,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1900000,2,1,90.0,No,1,Rehab City,Cash,2024,Finished,Rehab City
Apartment,2250000,2,2,115.0,No,1,Rehab City,Cash,2024,Finished,Rehab City
Apartment,1550000,2,1,90.0,No,3,Rehab City,Cash,2024,Finished,Rehab City
Apartment,1700000,3,2,116.0,No,2,Madinaty,Cash,2024,Finished,Madinaty
Apartment,6238000,3,4,237.0,No,2,New Giza,Cash,2024,Finished,Sheikh Zayed
Apartment,4100000,3,3,210.0,No,2,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2825000,3,3,162.0,No,5,Rehab City,Cash,2024,Finished,Rehab City
Apartment,1550000,2,2,89.0,No,3,Madinaty,Cash,2024,Finished,Madinaty
Apartment,3400000,3,3,200.0,No,3,Mountain View 3,Cash,2024,Not Finished,New Cairo - El Tagamoa
Penthouse,2400000,3,3,204.0,No,3,Tala,Cash or Installment,2025,Semi Finished,Sheikh Zayed
Apartment,4300000,3,2,366.0,Yes,6,Not in Compound,Cash,2024,Finished,Almazah
Apartment,2221000,2,2,127.0,No,1,Sarai,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,4529322,2,3,160.0,No,3,Villette,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,5500000,3,2,136.0,No,11,Not in Compound,Cash,2024,Finished,San Stefano
Apartment,217000,3,2,170.0,No,6,De Joya,Installment,2023,Semi Finished,Shorouk City
Apartment,220000,3,2,165.0,No,1,De Joya,Installment,2023,Not Finished,Shorouk City
Apartment,250000,4,3,200.0,No,1,De Joya,Installment,2023,Semi Finished,New Cairo - El Tagamoa
Apartment,229000,3,2,180.0,No,3,De Joya,Installment,2023,Semi Finished,Shorouk City
Apartment,280000,2,2,138.0,No,1,Bloomfields,Cash or Installment,2025,Finished,Mostakbal City
Apartment,1863874,2,2,138.0,No,1,Botanica,Cash or Installment,2025,Finished,New Capital City
Apartment,2500000,3,3,174.0,No,2,Kenz,Cash or Installment,2024,Semi Finished,Hadayek 6th of October
Apartment,2750000,2,2,120.0,No,2,Beverly Hills,Cash,2024,Finished,Sheikh Zayed
Apartment,1200000,2,1,120.0,No,9,Not in Compound,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,4850000,4,3,304.0,No,3,Not in Compound,Cash,2024,Finished,Kafr Abdo
Apartment,5000000,3,3,160.0,No,4,ZED Towers,Installment,2025,Finished,Sheikh Zayed
Penthouse,3000000,2,2,167.0,No,4,Mountain View Hyde Park,Cash,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2228000,2,2,156.0,No,3,Kenz,Cash or Installment,2024,Semi Finished,Hadayek 6th of October
Apartment,3100000,2,3,160.0,No,3,Hyde Park New Cairo,Installment,2024,Not Finished,Rehab City
Apartment,2250000,3,2,135.0,No,6,Madinaty,Cash,2024,Finished,Madinaty
Penthouse,7750000,4,4,321.0,No,3,Lake View,Cash,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2270000,2,2,105.0,No,2,Mountain View iCity,Installment,2025,Semi Finished,Sheikh Zayed
Duplex,4700000,3,3,236.0,No,3,Mountain View Hyde Park,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,3000000,3,2,193.0,No,1,Not in Compound,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,850000,2,1,74.0,No,3,Madinaty,Installment,2024,Finished,Madinaty
Apartment,2100000,3,2,145.0,No,5,Madinaty,Cash or Installment,2024,Finished,Madinaty
Apartment,1720000,3,3,162.0,No,2,The Square,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,250000,3,2,138.0,No,3,De Joya,Cash or Installment,2025,Finished,New Capital City
Apartment,1750000,2,1,90.0,No,2,Rehab City,Cash,2024,Finished,Rehab City
Apartment,3500000,3,3,175.0,No,2,Stone Residence,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Duplex,5500000,3,3,230.0,No,1,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1350000,3,2,150.0,No,1,Florenta,Cash,2024,Finished,Katameya
Apartment,3649625,2,2,110.0,No,2,ZED Towers,Installment,2025,Finished,Sheikh Zayed
Apartment,1900000,2,1,107.0,No,2,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1950000,2,1,108.0,Yes,3,Rehab City,Cash,2024,Finished,Rehab City
Apartment,1450000,2,1,90.0,No,4,Rehab City,Cash,2024,Finished,Rehab City
Apartment,2500000,3,3,170.0,No,5,Mountain View iCity,Cash,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2688000,2,2,181.0,No,2,Cleopatra Palace,Cash or Installment,2024,Finished,Shorouk City
Apartment,2480000,1,1,82.0,No,2,Hyde Park New Cairo,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,1350679,3,2,145.0,No,5,Sun Gate,Cash or Installment,2023,Semi Finished,Zahraa Al Maadi
Apartment,2711000,2,3,151.0,No,2,Capital Gardens,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,1069547,3,2,124.0,No,3,Bienestar,Cash or Installment,2023,Semi Finished,Mokattam
Apartment,881626,2,1,70.0,No,2,Jodran,Cash or Installment,2024,Semi Finished,Zahraa Al Maadi
Apartment,1233062,3,2,102.0,No,2,Jodran,Cash or Installment,2024,Semi Finished,Zahraa Al Maadi
Apartment,1789000,2,2,113.0,No,2,Sarai,Installment,2024,Not Finished,Mostakbal City
Apartment,6106578,2,2,140.0,No,4,Mivida,Installment,2022,Finished,New Cairo - El Tagamoa
Duplex,4200000,4,4,276.0,No,2,Al Burouj,Cash or Installment,2024,Finished,Shorouk City
Apartment,3550000,2,3,160.0,No,4,Hyde Park New Cairo,Installment,2024,Not Finished,Rehab City
Apartment,4000000,3,3,210.0,No,3,La Mirada,Cash,2024,Finished,New Cairo - El Tagamoa
Duplex,3850000,3,3,230.0,No,1,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,4350000,3,3,240.0,No,2,La Mirada,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,235000,2,1,90.0,No,6,Nakheel,Cash,2024,Finished,Nakheel
Apartment,2838000,2,2,105.0,No,1,Mountain View iCity,Installment,2025,Semi Finished,6th of October
Duplex,4250000,3,3,300.0,No,12,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1800000,3,3,171.0,No,1,The Square,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,224928,3,2,144.0,No,1,Beit Al Watan,Cash or Installment,2025,Semi Finished,New Cairo - El Tagamoa
Apartment,4550000,3,3,150.0,No,2,EL Patio 7,Cash or Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,4000000,2,1,94.0,No,1,AZAD,Cash or Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,8157000,4,3,238.0,No,2,Mivida,Cash,2025,Finished,New Cairo - El Tagamoa
Penthouse,3855000,3,3,278.0,No,5,Tag Sultan,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,3500000,3,1,160.0,No,2,Fifth Square,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,2838367,2,2,105.0,No,1,Mountain View iCity,Cash or Installment,2025,Semi Finished,6th of October
Apartment,2300000,3,2,240.0,No,2,Not in Compound,Cash,2024,Finished,Heliopolis
Apartment,4700000,3,3,161.0,No,7,ZED Towers,Installment,2024,Finished,Sheikh Zayed
Apartment,2400000,3,2,135.0,No,6,Madinaty,Cash,2024,Finished,Madinaty
Apartment,321860,4,3,209.0,No,1,Beit Al Watan,Cash or Installment,2023,Semi Finished,New Cairo - El Tagamoa
Duplex,4000000,3,3,300.0,No,12,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Studio,1150000,1,1,58.0,Yes,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,4700000,3,3,192.0,No,3,Eastown,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Duplex,4900000,3,3,244.0,No,1,Hyde Park New Cairo,Cash,2024,Not Finished,Rehab City
Duplex,5000000,3,3,300.0,No,12,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,5600000,3,4,237.0,No,1,New Giza,Cash,2024,Finished,Sheikh Zayed
Apartment,1350000,3,3,210.0,No,1,VGK,Cash or Installment,2024,Semi Finished,Obour City
Apartment,4100000,3,3,274.0,No,2,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,4461888,2,2,140.0,No,2,Mivida,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,1475000,3,3,180.0,No,1,Not in Compound,Cash or Installment,2024,Semi Finished,6th of October
Apartment,3200000,3,3,182.0,No,2,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1350000,3,2,225.0,No,1,VGK,Cash,2024,Semi Finished,Obour City
